Avg Accuracy,Avg F1 Score,Avg Log Loss,No. Neurons,Learning Rate,No. Epochs
0.9089521147,0.7325821226,3.1446939116,90,0.06,100000
0.908952103,0.7315188901,3.1446940073,115,0.07,80000
0.9089520854,0.7331697664,3.1446967298,75,0.08,100000
0.9089520442,0.7330359157,3.1446965804,95,0.05,80000
0.9089280428,0.7327970993,3.1455259672,105,0.06,110000
0.9089279781,0.733912948,3.1455283548,70,0.05,90000
0.9089278723,0.7382909595,3.1455344333,85,0.05,70000
0.9089037004,0.7411338396,3.1463710068,70,0.1,70000
0.9089035182,0.7331731051,3.1463730547,70,0.08,80000
0.9089034888,0.7476459019,3.1463815734,100,0.09,80000
0.9088794933,0.7300954667,3.1472013147,75,0.06,60000
0.9088791876,0.7276264145,3.1472103211,60,0.07,60000
0.9088554037,0.7393100331,3.1480384569,75,0.07,100000
0.9088553684,0.7496116073,3.1480441735,105,0.07,80000
0.9088552097,0.7414376627,3.148045856,110,0.05,70000
0.9088310026,0.7337381675,3.148877812,115,0.06,60000
0.9088308262,0.7352518727,3.1488849499,65,0.07,60000
0.9088065779,0.7332559075,3.1497219714,115,0.08,110000
0.9087824119,0.7416855703,3.1505605335,70,0.09,60000
0.9087823707,0.7336351837,3.1505575139,95,0.07,70000
0.9087583576,0.7420003136,3.151390874,115,0.05,80000
0.9087580931,0.7331572661,3.1513963069,85,0.06,80000
0.9087580637,0.7440387159,3.1514022669,95,0.05,70000
0.9087580343,0.7405046883,3.1514028361,65,0.1,100000
0.9087339506,0.7383121283,3.1522339215,100,0.08,100000
0.9087339212,0.7346817207,3.1522310783,85,0.06,70000
0.90866177,0.7286375254,3.1547216383,90,0.1,90000
0.9086616054,0.7277437818,3.1547267412,115,0.07,100000
0.9086610822,0.7278506201,3.1547446167,80,0.1,100000
0.9086371043,0.7382415531,3.1555772239,115,0.05,70000
0.908613097,0.751186029,3.1555690165,110,0.08,80000
0.908612809,0.7248502475,3.1564097826,70,0.06,70000
0.9086126209,0.7265107215,3.1564169,95,0.06,80000
0.9085883667,0.7344352948,3.1572587591,65,0.05,60000
0.9085641889,0.7284895707,3.1580908241,60,0.05,80000
0.9085640772,0.7310377527,3.1580961551,95,0.08,90000
0.9085156277,0.7301706619,3.1597691566,75,0.05,60000
0.9084915028,0.7346841122,3.160604765,90,0.07,60000
0.9084672721,0.7208267835,3.1614358847,90,0.11,110000
0.9084671075,0.7310970349,3.1614454085,100,0.05,80000
0.9084669547,0.7460166287,3.1614598387,70,0.08,110000
0.9083949152,0.7409841644,3.1639457073,110,0.08,100000
0.9083944332,0.7423517622,3.1639622193,65,0.09,80000
0.9083943274,0.7413556506,3.1639652345,80,0.08,80000
0.9083702907,0.7269924032,3.1647883752,75,0.05,110000
0.9083460365,0.7299745363,3.1656273644,60,0.07,80000
0.908322088,0.737072918,3.1664589179,65,0.09,70000
0.9083216236,0.7242617817,3.1664674343,100,0.06,80000
0.9082973106,0.7610380226,3.157269095,100,0.1,100000
0.9082973048,0.7287934033,3.1673102274,65,0.09,60000
0.9082730976,0.7398496497,3.168152013,115,0.11,110000
0.9082489728,0.740657702,3.1689850619,80,0.05,70000
0.9082488552,0.7262021868,3.16898129,100,0.08,70000
0.9082487905,0.7373145044,3.1689902127,75,0.11,90000
0.908248767,0.7238816645,3.1689838121,70,0.09,80000
0.9082245834,0.7329469957,3.1698252115,110,0.06,100000
0.9082005055,0.7371491098,3.1706578783,70,0.05,80000
0.9081762808,0.7443606396,3.1714979258,110,0.06,70000
0.908151862,0.7705289022,3.1689978677,95,0.11,90000
0.9081518443,0.744027077,3.1723421244,85,0.07,60000
0.9081278371,0.746919655,3.173172954,110,0.06,80000
0.9081275666,0.7312783457,3.1731735886,115,0.05,90000
0.9081275666,0.7357854437,3.1731768847,65,0.07,80000
0.9081037122,0.7362397825,3.1740003998,70,0.1,60000
0.9081034829,0.7299583036,3.1740044409,115,0.06,70000
0.9080792346,0.7323218424,3.1748434986,100,0.07,60000
0.9080550686,0.7414857001,3.1756828352,110,0.05,80000
0.9080549805,0.727160344,3.175679482,100,0.05,90000
0.9080547865,0.7236141783,3.1756846514,65,0.06,80000
0.9080310084,0.7209378052,3.1765043842,65,0.1,60000
0.9080305676,0.7270104743,3.1765220928,115,0.08,90000
0.9080305499,0.7334570702,3.1765257656,110,0.1,80000
0.9080305205,0.7349865038,3.1765283701,75,0.08,110000
0.907982406,0.7365102914,3.1781905745,95,0.09,60000
0.9079822414,0.7282030334,3.1781919747,80,0.09,60000
0.907933786,0.735705648,3.1798703163,100,0.1,110000
0.9079337801,0.7236068821,3.1798637149,90,0.11,60000
0.9079094377,0.7265008196,3.1807061948,75,0.07,80000
0.9079094319,0.7422810217,3.1807140957,85,0.08,60000
0.9079093672,0.7433700181,3.1807174732,115,0.05,110000
0.9079092731,0.7229277075,3.1807103486,105,0.07,100000
0.9078610763,0.7417236196,3.1823843333,90,0.07,70000
0.9078608,0.7478232006,3.1823966676,85,0.11,90000
0.9078123916,0.7342432044,3.1840642341,80,0.1,110000
0.9077886782,0.7251341578,3.1848764991,65,0.08,80000
0.9077883197,0.7328735707,3.1848924318,95,0.05,90000
0.9077640302,0.7256508172,3.1857276179,80,0.06,70000
0.9077401581,0.7202729935,3.1865504438,105,0.07,90000
0.9077400993,0.7267554627,3.1865549173,85,0.1,80000
0.9077156394,0.7295267286,3.1874023301,90,0.09,100000
0.9076667019,0.7192947784,3.1890868902,100,0.11,110000
0.9076434001,0.7513499956,3.1798521874,75,0.07,90000
0.9076427005,0.7336507012,3.1899225976,105,0.07,60000
0.9076186345,0.7385552403,3.1907559822,90,0.05,70000
0.9076183699,0.7369645709,3.1907645561,100,0.1,70000
0.9076182818,0.7185915422,3.1907594974,90,0.09,90000
0.9075946154,0.7300206164,3.1915819259,105,0.1,60000
0.9075699262,0.7466633387,3.1924427644,60,0.07,100000
0.9075217177,0.7276390461,3.1940990071,110,0.05,90000
0.9074738677,0.7327601772,3.1957558755,75,0.1,110000
0.9074731094,0.7252269333,3.1957768507,100,0.07,100000
0.9074245363,0.7362665352,3.1974592539,90,0.06,70000
0.9074244658,0.7286156654,3.197457948,105,0.11,70000
0.9073760221,0.7290570214,3.1991311535,90,0.05,60000
0.9073759927,0.7296040789,3.1991324012,95,0.05,60000
0.907351956,0.726456291,3.1999610859,85,0.06,60000
0.9073275843,0.71789698,3.2007992507,90,0.07,90000
0.9073275079,0.7160035267,3.2008012504,115,0.09,90000
0.9073274314,0.7284711597,3.2008110633,100,0.1,80000
0.9073031949,0.7431044752,3.2016546204,80,0.07,70000
0.9072796579,0.7344145691,3.2024624405,60,0.07,90000
0.9072789819,0.7399517383,3.2016438821,60,0.1,60000
0.9072548982,0.7230205878,3.2033135788,110,0.09,110000
0.9072066073,0.7446493185,3.204991548,75,0.1,60000
0.9072062017,0.7284837661,3.2049973185,60,0.08,80000
0.9071339094,0.7234881458,3.2074924022,105,0.09,90000
0.907109185,0.7270260118,3.2083475175,105,0.06,70000
0.907085113,0.7401162367,3.2075033965,100,0.11,60000
0.9070849484,0.7194261754,3.2091824658,85,0.09,80000
0.9070363519,0.7340705738,3.2108686284,110,0.11,110000
0.9069398172,0.7228948108,3.2141958002,115,0.1,90000
0.906939294,0.7175835766,3.2142121438,65,0.11,90000
0.9068908797,0.7420301654,3.2142149245,115,0.08,60000
0.906866843,0.7303219196,3.2167205426,105,0.09,80000
0.9068428181,0.7340103815,3.2175525429,105,0.09,110000
0.9068425536,0.7321919043,3.2175593929,105,0.06,60000
0.9068423772,0.7553116199,3.2175785128,100,0.09,90000
0.9068184522,0.7276460474,3.2183903306,95,0.08,60000
0.9067937807,0.7266582394,3.2192429791,95,0.09,100000
0.9067696617,0.7443595458,3.2200843752,110,0.1,100000
0.9067454663,0.72364234,3.2209094497,115,0.1,100000
0.9067223584,0.7211001907,3.2217075685,80,0.11,70000
0.9066971167,0.7195723663,3.2225766727,75,0.08,60000
0.906648767,0.7245936133,3.2242497709,115,0.08,70000
0.9066000705,0.7402907675,3.2259398502,60,0.11,70000
0.9065759457,0.7322973306,3.2267683429,110,0.06,60000
0.9065758281,0.7255364646,3.2267691848,115,0.07,70000
0.9065515681,0.74604307,3.2276179556,115,0.06,90000
0.9065272316,0.732202902,3.2284511975,90,0.07,100000
0.9064788525,0.7298020072,3.2301227908,80,0.1,80000
0.9064543632,0.7125583366,3.2309596251,105,0.11,100000
0.9064310378,0.7169805935,3.2317674665,60,0.09,80000
0.9064304324,0.7203975684,3.2317886694,85,0.05,60000
0.9064060077,0.7245180896,3.2326343021,95,0.07,80000
0.9063335508,0.7208545891,3.2351350129,110,0.05,60000
0.906212374,0.7151828979,3.2393177732,80,0.08,60000
0.9062120859,0.7254113845,3.2393332278,85,0.08,70000
0.9061642947,0.7180452892,3.2409805627,105,0.08,100000
0.9061150339,0.7284484602,3.24268736,60,0.08,60000
0.9060669371,0.7282599752,3.2443489738,75,0.06,80000
0.9060665432,0.7415318728,3.244368995,115,0.11,90000
0.906042242,0.7168567316,3.2451964436,65,0.11,110000
0.906042148,0.7192091256,3.2452003904,100,0.11,90000
0.9059949093,0.7476341383,3.2468450208,95,0.09,90000
0.9059697381,0.7315694143,3.2477071739,110,0.07,60000
0.9058730094,0.7275827742,3.2510458347,115,0.05,60000
0.9058240367,0.7209821387,3.252735083,90,0.07,80000
0.9058007054,0.7435412214,3.2535516368,100,0.09,60000
0.9057521089,0.7317412412,3.255223316,105,0.09,60000
0.9057512624,0.7218414591,3.2552500141,75,0.08,70000
0.9057269729,0.7218383518,3.2560885346,95,0.09,70000
0.9056544573,0.7111092767,3.2585885613,65,0.11,80000
0.9056059724,0.7200153993,3.2602671625,115,0.11,70000
0.9055094201,0.7349613028,3.2636084941,110,0.09,60000
0.9053389942,0.728090186,3.2694932266,90,0.1,70000
0.9052662258,0.7290761216,3.2720093314,80,0.11,110000
0.9052426241,0.7546140023,3.2661273739,110,0.11,70000
0.905242048,0.7261398916,3.2728391672,75,0.1,80000
0.905217929,0.7109405279,3.2736657123,115,0.09,60000
0.9052177527,0.7045090055,3.2736685652,60,0.11,80000
0.9051693678,0.7350538989,3.275354805,60,0.1,70000
0.9051217059,0.7422167994,3.2770042052,60,0.06,70000
0.9051211533,0.7335093593,3.2770180368,105,0.05,60000
0.905096811,0.7334916965,3.2778592194,85,0.1,100000
0.9050483908,0.7527210089,3.2719983174,110,0.11,60000
0.9050483496,0.7109518808,3.2795237271,105,0.11,80000
0.9048783,0.7295851677,3.2854045379,75,0.09,60000
0.904830497,0.727440947,3.2870553987,100,0.11,80000
0.9047572818,0.7147070593,3.2895780159,100,0.06,60000
0.9046609117,0.7197610076,3.2929109816,85,0.1,90000
0.9046360991,0.7161617986,3.2937648958,95,0.08,110000
0.9045642536,0.7229048392,3.2962493949,100,0.07,80000
0.904563413,0.6992156143,3.2962679603,75,0.07,110000
0.9045394939,0.7133564154,3.2971008447,60,0.09,100000
0.9045392823,0.704166361,3.2971051098,115,0.06,100000
0.9044426653,0.7231533703,3.3004492177,95,0.1,70000
0.9044424066,0.714744353,3.3004541781,100,0.08,60000
0.9042963642,0.7190161559,3.3055008042,60,0.1,100000
0.9041993945,0.7252168669,3.3088539544,80,0.09,110000
0.9041267907,0.7044632841,3.3113555138,75,0.11,110000
0.9040549569,0.7306300656,3.3138446469,90,0.09,70000
0.9040057197,0.7208167521,3.3155411333,115,0.1,80000
0.9039326514,0.7045841726,3.3180578412,80,0.07,60000
0.9038840667,0.7089932408,3.3197369664,90,0.09,60000
0.9038355583,0.7086647258,3.3214161665,80,0.09,80000
0.9037158746,0.7354886719,3.3238792635,60,0.11,60000
0.903714499,0.7451462166,3.2552514774,80,0.11,80000
0.9034978926,0.773326799,3.3289029382,110,0.09,70000
0.9034001117,0.7223152585,3.3364617379,95,0.1,100000
0.9032790877,0.731221359,3.3406442968,80,0.07,90000
0.9032782118,0.7362247999,3.340676295,80,0.06,60000
0.9032295917,0.7254058446,3.3423503764,100,0.07,70000
0.9032053258,0.7258396993,3.343187717,90,0.08,60000
0.9031082385,0.7052591712,3.3465364552,115,0.11,100000
0.9029384652,0.712079011,3.3524036712,100,0.11,100000
0.9026717162,0.6990122401,3.3616123752,85,0.11,70000
0.902647703,0.7460223572,3.3624601805,75,0.11,100000
0.9026235194,0.7285066073,3.3632857392,105,0.1,80000
0.9026004174,0.6946900964,3.3640702963,95,0.11,100000
0.9025992123,0.7027661609,3.3641169979,95,0.11,60000
0.902430062,0.7339941442,3.3699710283,115,0.08,80000
0.9023573641,0.7344978786,3.3649379482,95,0.1,80000
0.9022110984,0.7040433322,3.3775237227,70,0.08,60000
0.9021866796,0.7101451136,3.3766938289,70,0.11,80000
0.9021628839,0.7291466102,3.3791954081,80,0.06,110000
0.9020657908,0.7451175259,3.3825582886,115,0.09,80000
0.9019443553,0.6953108605,3.3867303818,100,0.1,60000
0.9018974223,0.6903502299,3.3883507685,110,0.1,70000
0.9018734092,0.6857081499,3.3891805224,70,0.11,60000
0.9018715398,0.7023421829,3.3892491961,110,0.11,90000
0.9017025012,0.7184681083,3.395094406,110,0.08,70000
0.9016533051,0.7231943754,3.3951161059,85,0.1,60000
0.9013867325,0.7273256925,3.4060031555,100,0.05,70000
0.9010476031,0.7268661183,3.417717221,65,0.08,70000
0.900950169,0.7596325999,3.4202563297,105,0.11,90000
0.9008532757,0.7272436798,3.424428643,95,0.07,100000
0.9005380478,0.6774675661,3.4353021927,70,0.07,60000
0.9004165594,0.7038643622,3.4395110106,85,0.11,80000
0.8998358463,0.7279223523,3.4595739445,75,0.11,60000
0.8998104106,0.6814774612,3.4604353061,75,0.11,80000
0.8990588484,0.7366641884,3.4713291005,85,0.07,70000
0.8990588073,0.680245219,3.4863983514,65,0.1,70000
0.8989874144,0.7038325148,3.4888680698,95,0.08,70000
0.8985743997,0.7040173006,3.5031377296,105,0.1,110000
0.8984310966,0.6809344681,3.5013792389,75,0.11,70000
0.8983578285,0.6797263211,3.5106110068,85,0.09,70000
0.8981863034,0.6797939264,3.5165342284,115,0.1,60000
0.898161479,0.7582581627,3.5165771398,95,0.11,110000
0.8975794727,0.7496861608,3.5375210847,105,0.11,110000
0.8974101696,0.6545944658,3.5433360734,115,0.09,70000
0.8969248685,0.7280509714,3.5601161801,105,0.05,80000
0.8960060606,0.6772774489,3.5918425559,70,0.11,70000
0.8958821915,0.7297125361,3.5818875538,80,0.11,60000
0.8944514534,0.7423959572,3.6179079439,80,0.08,90000
0.8939215589,0.7145609712,3.6638460171,90,0.11,90000
0.8913496811,0.6146301901,3.7526563209,80,0.1,70000
0.8912511007,0.628505434,3.7560681837,65,0.11,70000
0.8902083708,0.7006781206,3.7921005592,65,0.11,60000
0.8897715663,0.622928221,3.8071657128,100,0.11,70000
0.8877612733,0.6093771905,3.8765981547,110,0.1,60000
0.8867404638,0.6254153367,3.9118696232,90,0.1,110000
0.8826913911,0.7097763109,4.0517341416,90,0.1,80000
0.8783026482,0.7227845054,4.1287780501,105,0.11,60000
0.8697766041,0.7286803843,4.4944641249,65,0.1,80000
